,away_score,away_team_away_team_gender,away_team_away_team_id,away_team_away_team_name,competition_competition_id,competition_competition_name,competition_country_name,competition_stage_id,competition_stage_name,home_score,home_team_home_team_gender,home_team_home_team_id,home_team_home_team_name,kick_off,last_updated,match_date,match_id,match_status,match_week,metadata_data_version,season_season_id,season_season_name
1,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1041,Sporting Gijón,20:00:00.000,2019-12-16T23:09:16.168756,2011-10-02,69265,available,7,1.1.0,23,2011/2012
2,0,male,222,Villarreal,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2011-08-29,69268,available,2,1.1.0,23,2011/2012
3,0,male,1217,Racing Santander,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-10-15,69293,available,8,1.1.0,23,2011/2012
4,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,395,Real Zaragoza,20:00:00.000,2019-12-16T23:09:16.168756,2012-04-07,70219,available,32,1.1.0,23,2011/2012
5,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,214,Espanyol,21:30:00.000,2019-12-16T23:09:16.168756,2012-01-08,69312,available,18,1.1.0,23,2011/2012
6,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,216,Getafe,22:00:00.000,2019-12-16T23:09:16.168756,2011-11-26,69315,available,14,1.1.0,23,2011/2012
7,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1049,Granada,20:00:00.000,2019-12-16T23:09:16.168756,2011-10-25,69318,available,10,1.1.0,23,2011/2012
8,0,male,1043,Mallorca,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-10-29,69314,available,11,1.1.0,23,2011/2012
9,1,male,210,Real Sociedad,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2012-02-04,69316,available,22,1.1.0,23,2011/2012
10,0,male,214,Espanyol,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2012-05-05,69320,available,37,1.1.0,23,2011/2012
11,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,218,Real Betis,22:00:00.000,2019-12-16T23:09:16.168756,2012-05-12,69319,available,38,1.1.0,23,2011/2012
12,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1217,Racing Santander,18:00:00.000,2019-12-16T23:09:16.168756,2012-03-11,69322,available,27,1.1.0,23,2011/2012
13,0,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2012-03-31,69323,available,31,1.1.0,23,2011/2012
14,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,221,Levante,22:00:00.000,2019-12-16T23:09:16.168756,2012-04-14,70221,available,34,1.1.0,23,2011/2012
15,2,male,220,Real Madrid,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2012-04-21,69324,available,35,1.1.0,23,2011/2012
16,3,male,1049,Granada,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2012-03-20,70225,available,29,1.1.0,23,2011/2012
17,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,207,Valencia,22:00:00.000,2019-12-16T23:09:16.168756,2011-09-21,70223,available,5,1.1.0,23,2011/2012
18,0,male,395,Real Zaragoza,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-11-19,69331,available,13,1.1.0,23,2011/2012
19,1,male,207,Valencia,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,21:30:00.000,2019-12-16T23:09:16.168756,2012-02-19,69328,available,24,1.1.0,23,2011/2012
20,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1043,Mallorca,18:00:00.000,2019-12-16T23:09:16.168756,2012-03-24,69325,available,30,1.1.0,23,2011/2012
21,2,male,218,Real Betis,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:30:00.000,2019-12-16T23:09:16.168756,2012-01-15,69327,available,19,1.1.0,23,2011/2012
22,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,213,Sevilla,20:00:00.000,2019-12-16T23:09:16.168756,2012-03-17,69326,available,28,1.1.0,23,2011/2012
23,0,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,0,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2011-10-22,69329,available,9,1.1.0,23,2011/2012
24,0,male,221,Levante,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-12-03,69333,available,15,1.1.0,23,2011/2012
25,0,male,360,Rayo Vallecano,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2011-11-29,69332,available,17,1.1.0,23,2011/2012
26,0,male,422,Osasuna,11,La Liga,Spain,1,Regular Season,8,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2011-09-17,70220,available,4,1.1.0,23,2011/2012
27,7,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,360,Rayo Vallecano,21:30:00.000,2019-12-16T23:09:16.168756,2012-04-29,70224,available,36,1.1.0,23,2011/2012
28,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,223,Málaga,18:00:00.000,2019-12-16T23:09:16.168756,2012-01-22,69335,available,1,1.1.0,23,2011/2012
29,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,222,Villarreal,22:00:00.000,2019-12-16T23:09:16.168756,2012-01-28,69338,available,21,1.1.0,23,2011/2012
30,1,male,223,Málaga,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2012-05-02,69340,available,20,1.1.0,23,2011/2012
31,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,212,Atlético Madrid,21:30:00.000,2019-12-16T23:09:16.168756,2012-02-26,69337,available,25,1.1.0,23,2011/2012
32,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,220,Real Madrid,22:00:00.000,2019-12-16T23:09:16.168756,2011-12-10,69334,available,16,1.1.0,23,2011/2012
33,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,3,male,422,Osasuna,20:00:00.000,2019-12-16T23:09:16.168756,2012-02-11,69336,available,23,1.1.0,23,2011/2012
34,0,male,216,Getafe,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2012-04-10,69343,available,33,1.1.0,23,2011/2012
35,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,215,Athletic Bilbao,20:00:00.000,2019-12-16T23:09:16.168756,2011-11-06,69330,available,12,1.1.0,23,2011/2012
36,0,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2011-09-24,69297,available,6,1.1.0,23,2011/2012
0,1,male,422,Osasuna,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2013-01-27,70260,available,21,1.1.0,24,2012/2013
1,1,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2012-12-01,70263,available,14,1.1.0,24,2012/2013
2,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,901,Real Valladolid,18:00:00.000,2019-12-16T23:09:16.168756,2012-12-22,266015,available,17,1.1.0,24,2012/2013
3,1,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2013-02-23,70271,available,25,1.1.0,24,2012/2013
4,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,422,Osasuna,19:00:00.000,2019-12-16T23:09:16.168756,2012-08-26,70262,available,2,1.1.0,24,2012/2013
5,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,209,Celta Vigo,18:00:00.000,2019-12-16T23:09:16.168756,2013-03-30,70256,available,29,1.1.0,24,2012/2013
6,1,male,210,Real Sociedad,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2012-08-19,70259,available,1,1.1.0,24,2012/2013
7,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,220,Real Madrid,16:00:00.000,2019-12-16T23:09:16.168756,2013-03-02,70272,available,26,1.1.0,24,2012/2013
8,0,male,1049,Granada,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,22:00:00.000,2019-12-16T23:09:16.168756,2012-09-22,70270,available,5,1.1.0,24,2012/2013
9,2,male,218,Real Betis,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2013-05-05,70281,available,34,1.1.0,24,2012/2013
10,1,male,209,Celta Vigo,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2012-11-03,70308,available,10,1.1.0,24,2012/2013
11,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,207,Valencia,19:00:00.000,2019-12-16T23:09:16.168756,2013-02-03,70282,available,22,1.1.0,24,2012/2013
12,1,male,395,Real Zaragoza,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2012-11-17,70309,available,12,1.1.0,24,2012/2013
13,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,212,Atlético Madrid,19:00:00.000,2019-12-16T23:09:16.168756,2013-05-12,70284,available,35,1.1.0,24,2012/2013
14,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,3,male,210,Real Sociedad,18:00:00.000,2019-12-16T23:09:16.168756,2013-01-19,70287,available,20,1.1.0,24,2012/2013
15,5,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,4,male,219,Deportivo La Coruna,22:00:00.000,2019-12-16T23:09:16.168756,2012-10-20,70304,available,8,1.1.0,24,2012/2013
16,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,213,Sevilla,22:00:00.000,2019-12-16T23:09:16.168756,2012-09-29,70275,available,6,1.1.0,24,2012/2013
17,2,male,220,Real Madrid,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,19:50:00.000,2019-12-16T23:09:16.168756,2012-10-07,70300,available,7,1.1.0,24,2012/2013
18,1,male,216,Getafe,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,12:00:00.000,2019-12-16T23:09:16.168756,2013-02-10,70297,available,23,1.1.0,24,2012/2013
19,5,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,360,Rayo Vallecano,22:00:00.000,2019-12-16T23:09:16.168756,2012-10-27,70276,available,9,1.1.0,24,2012/2013
20,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,221,Levante,21:00:00.000,2019-12-16T23:09:16.168756,2012-11-25,70280,available,13,1.1.0,24,2012/2013
21,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,218,Real Betis,21:00:00.000,2019-12-16T23:09:16.168756,2012-12-09,70295,available,15,1.1.0,24,2012/2013
22,0,male,207,Valencia,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,21:30:00.000,2019-12-16T23:09:16.168756,2012-09-02,70286,available,3,1.1.0,24,2012/2013
23,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,1049,Granada,20:00:00.000,2019-12-16T23:09:16.168756,2013-02-16,70294,available,24,1.1.0,24,2012/2013
24,1,male,360,Rayo Vallecano,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2013-03-17,70307,available,28,1.1.0,24,2012/2013
25,0,male,219,Deportivo La Coruna,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2013-03-09,70305,available,27,1.1.0,24,2012/2013
26,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,216,Getafe,20:00:00.000,2019-12-16T23:09:16.168756,2012-09-15,70292,available,4,1.1.0,24,2012/2013
27,1,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2012-12-16,70296,available,16,1.1.0,24,2012/2013
28,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,1043,Mallorca,17:50:00.000,2019-12-16T23:09:16.168756,2012-11-11,266724,available,11,1.1.0,24,2012/2013
29,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,223,Málaga,21:00:00.000,2019-12-16T23:09:16.168756,2013-01-13,266827,available,19,1.1.0,24,2012/2013
30,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,215,Athletic Bilbao,18:00:00.000,2019-12-16T23:09:16.168756,2013-04-27,267502,available,33,1.1.0,24,2012/2013
31,0,male,214,Espanyol,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2013-01-06,266433,available,18,1.1.0,24,2012/2013
0,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,218,Real Betis,21:00:00.000,2019-12-16T23:09:16.168756,2013-11-10,266883,available,13,1.1.0,25,2013/2014
1,2,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2013-09-14,70301,available,4,1.1.0,25,2013/2014
2,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,214,Espanyol,16:00:00.000,2019-12-16T23:09:16.168756,2014-03-29,70306,available,31,1.1.0,25,2013/2014
3,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,222,Villarreal,21:00:00.000,2019-12-16T23:09:16.168756,2014-04-27,70289,available,35,1.1.0,25,2013/2014
4,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,221,Levante,19:00:00.000,2019-12-16T23:09:16.168756,2014-01-19,70288,available,20,1.1.0,25,2013/2014
5,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,360,Rayo Vallecano,20:00:00.000,2019-12-16T23:09:16.168756,2013-09-21,70302,available,5,1.1.0,25,2013/2014
6,0,male,221,Levante,11,La Liga,Spain,1,Regular Season,7,male,217,Barcelona,19:00:00.000,2019-12-16T23:09:16.168756,2013-08-18,70277,available,1,1.1.0,25,2013/2014
7,0,male,223,Málaga,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2014-01-26,70291,available,21,1.1.0,25,2013/2014
8,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,207,Valencia,21:00:00.000,2019-12-16T23:09:16.168756,2013-09-01,70298,available,3,1.1.0,25,2013/2014
9,1,male,220,Real Madrid,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2013-10-26,70293,available,10,1.1.0,25,2013/2014
10,0,male,214,Espanyol,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2013-11-01,70283,available,12,1.1.0,25,2013/2014
11,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,3,male,210,Real Sociedad,20:00:00.000,2019-12-16T23:09:16.168756,2014-02-22,265837,available,25,1.1.0,25,2013/2014
12,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,3,male,220,Real Madrid,21:00:00.000,2019-12-16T23:09:16.168756,2014-03-23,265857,available,29,1.1.0,25,2013/2014
13,1,male,403,Almería,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2014-03-02,266066,available,26,1.1.0,25,2013/2014
14,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,403,Almería,18:00:00.000,2019-12-16T23:09:16.168756,2013-09-28,266420,available,7,1.1.0,25,2013/2014
15,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,422,Osasuna,20:00:00.000,2019-12-16T23:09:16.168756,2013-10-19,266462,available,9,1.1.0,25,2013/2014
16,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,901,Real Valladolid,16:00:00.000,2019-12-16T23:09:16.168756,2014-03-08,266603,available,27,1.1.0,25,2013/2014
17,1,male,218,Real Betis,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2014-04-05,267368,available,32,1.1.0,25,2013/2014
18,1,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2014-04-20,267567,available,34,1.1.0,25,2013/2014
19,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,212,Atlético Madrid,20:00:00.000,2019-12-16T23:09:16.168756,2014-01-11,265830,available,19,1.1.0,25,2013/2014
20,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1042,Elche,19:00:00.000,2019-12-16T23:09:16.168756,2014-05-11,266201,available,37,1.1.0,25,2013/2014
21,3,male,207,Valencia,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,16:00:00.000,2019-12-16T23:09:16.168756,2014-02-01,266613,available,22,1.1.0,25,2013/2014
22,2,male,216,Getafe,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,16:00:00.000,2019-12-16T23:09:16.168756,2014-05-03,266491,available,36,1.1.0,25,2013/2014
23,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,209,Celta Vigo,22:00:00.000,2019-12-16T23:09:16.168756,2013-10-29,267192,available,11,1.1.0,25,2013/2014
24,1,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,1,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2014-05-17,266256,available,38,1.1.0,25,2013/2014
25,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,213,Sevilla,21:00:00.000,2019-12-16T23:09:16.168756,2014-02-09,267675,available,23,1.1.0,25,2013/2014
26,0,male,209,Celta Vigo,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2014-03-26,266274,available,30,1.1.0,25,2013/2014
27,1,male,210,Real Sociedad,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2013-09-24,267520,available,6,1.1.0,25,2013/2014
28,0,male,422,Osasuna,11,La Liga,Spain,1,Regular Season,7,male,217,Barcelona,17:00:00.000,2019-12-16T23:09:16.168756,2014-03-16,266074,available,28,1.1.0,25,2013/2014
29,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,1049,Granada,20:00:00.000,2019-12-16T23:09:16.168756,2014-04-12,267138,available,33,1.1.0,25,2013/2014
30,0,male,360,Rayo Vallecano,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2014-02-15,265918,available,24,1.1.0,25,2013/2014
0,1,male,212,Atlético Madrid,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2015-01-11,70303,available,18,1.1.0,26,2014/2015
1,0,male,215,Athletic Bilbao,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,16:00:00.000,2019-12-16T23:09:16.168756,2014-09-13,70273,available,3,1.1.0,26,2014/2015
2,1,male,220,Real Madrid,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2015-03-22,267183,available,28,1.1.0,26,2014/2015
3,5,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,215,Athletic Bilbao,21:00:00.000,2019-12-16T23:09:16.168756,2015-02-08,266871,available,22,1.1.0,26,2014/2015
4,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,322,Eibar,18:00:00.000,2019-12-16T23:09:16.168756,2015-03-14,266967,available,27,1.1.0,26,2014/2015
5,8,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,373,Córdoba,16:00:00.000,2019-12-16T23:09:16.168756,2015-05-02,265866,available,35,1.1.0,26,2014/2015
6,0,male,322,Eibar,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2014-10-18,265896,available,8,1.1.0,26,2014/2015
7,1,male,223,Málaga,11,La Liga,Spain,1,Regular Season,0,male,217,Barcelona,16:00:00.000,2019-12-16T23:09:16.168756,2015-02-21,266148,available,24,1.1.0,26,2014/2015
8,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,2,male,213,Sevilla,20:00:00.000,2019-12-16T23:09:16.168756,2015-04-11,266142,available,31,1.1.0,26,2014/2015
9,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,210,Real Sociedad,21:00:00.000,2019-12-16T23:09:16.168756,2015-01-04,266240,available,17,1.1.0,26,2014/2015
10,4,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,219,Deportivo La Coruna,19:00:00.000,2019-12-16T23:09:16.168756,2015-01-18,266230,available,19,1.1.0,26,2014/2015
11,1,male,214,Espanyol,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,17:00:00.000,2019-12-16T23:09:16.168756,2014-12-07,266320,available,14,1.1.0,26,2014/2015
12,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,207,Valencia,21:00:00.000,2019-12-16T23:09:16.168756,2014-11-30,266560,available,13,1.1.0,26,2014/2015
13,0,male,207,Valencia,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,16:00:00.000,2019-12-16T23:09:16.168756,2015-04-18,266525,available,32,1.1.0,26,2014/2015
14,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,212,Atlético Madrid,19:00:00.000,2019-12-16T23:09:16.168756,2015-05-17,266631,available,37,1.1.0,26,2014/2015
15,0,male,221,Levante,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,17:00:00.000,2019-12-16T23:09:16.168756,2015-02-15,266741,available,23,1.1.0,26,2014/2015
16,6,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,1042,Elche,18:00:00.000,2019-12-16T23:09:16.168756,2015-01-24,266794,available,20,1.1.0,26,2014/2015
17,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,223,Málaga,22:00:00.000,2019-12-16T23:09:16.168756,2014-09-24,266838,available,5,1.1.0,26,2014/2015
18,1,male,360,Rayo Vallecano,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,12:00:00.000,2019-12-16T23:09:16.168756,2015-03-08,266916,available,26,1.1.0,26,2014/2015
19,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,209,Celta Vigo,21:00:00.000,2019-12-16T23:09:16.168756,2015-04-05,266929,available,29,1.1.0,26,2014/2015
20,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,3,male,220,Real Madrid,18:00:00.000,2019-12-16T23:09:16.168756,2014-10-25,267085,available,9,1.1.0,26,2014/2015
21,2,male,219,Deportivo La Coruna,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,18:30:00.000,2019-12-16T23:09:16.168756,2015-05-23,267197,available,38,1.1.0,26,2014/2015
22,1,male,209,Celta Vigo,11,La Liga,Spain,1,Regular Season,0,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2014-11-01,267301,available,10,1.1.0,26,2014/2015
23,3,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,1049,Granada,16:00:00.000,2019-12-16T23:09:16.168756,2015-02-28,267343,available,25,1.1.0,26,2014/2015
24,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,360,Rayo Vallecano,18:00:00.000,2019-12-16T23:09:16.168756,2014-10-04,267561,available,7,1.1.0,26,2014/2015
25,0,male,216,Getafe,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2015-04-28,265963,available,34,1.1.0,26,2014/2015
26,5,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,221,Levante,21:00:00.000,2019-12-16T23:09:16.168756,2014-09-21,266770,available,4,1.1.0,26,2014/2015
27,0,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,216,Getafe,16:00:00.000,2019-12-16T23:09:16.168756,2014-12-13,70264,available,15,1.1.0,26,2014/2015
28,0,male,403,Almería,11,La Liga,Spain,1,Regular Season,4,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2015-04-08,267400,available,30,1.1.0,26,2014/2015
29,0,male,373,Córdoba,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,16:00:00.000,2019-12-16T23:09:16.168756,2014-12-20,266846,available,16,1.1.0,26,2014/2015
30,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,1,male,403,Almería,16:00:00.000,2019-12-16T23:09:16.168756,2014-11-08,267499,available,11,1.1.0,26,2014/2015
31,1,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,20:00:00.000,2019-12-16T23:09:16.168756,2014-11-22,265835,available,12,1.1.0,26,2014/2015
32,0,male,210,Real Sociedad,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2015-05-09,266045,available,36,1.1.0,26,2014/2015
33,2,male,222,Villarreal,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2015-02-01,267597,available,21,1.1.0,26,2014/2015
34,0,male,1049,Granada,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,18:00:00.000,2019-12-16T23:09:16.168756,2014-09-27,266117,available,6,1.1.0,26,2014/2015
35,1,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,222,Villarreal,19:00:00.000,2019-12-16T23:09:16.168756,2014-08-31,266406,available,2,1.1.0,26,2014/2015
36,2,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,214,Espanyol,16:00:00.000,2019-12-16T23:09:16.168756,2015-04-25,266531,available,33,1.1.0,26,2014/2015
37,0,male,1042,Elche,11,La Liga,Spain,1,Regular Season,3,male,217,Barcelona,21:00:00.000,2019-12-16T23:09:16.168756,2014-08-24,266921,available,1,1.1.0,26,2014/2015
0,8,male,217,Barcelona,11,La Liga,Spain,1,Regular Season,0,male,219,Deportivo La Coruna,20:00:00.000,2019-12-16T23:09:16.168756,2016-04-20,266310,available,34,1.1.0,27,2015/2016
1,0,male,216,Getafe,11,La Liga,Spain,1,Regular Season,6,male,217,Barcelona,16:00:00.000,2019-12-16T23:09:16.168756,2016-03-12,266498,available,29,1.1.0,27,2015/2016
2,1,male,213,Sevilla,11,La Liga,Spain,1,Regular Season,2,male,217,Barcelona,20:30:00.000,2019-12-16T23:09:16.168756,2016-02-28,265839,available,26,1.1.0,27,2015/2016
3,0,male,214,Espanyol,11,La Liga,Spain,1,Regular Season,5,male,217,Barcelona,17:00:00.000,2019-12-16T23:09:16.168756,2016-05-08,265958,available,37,1.1.0,27,2015/2016
